contig	length	GC	phylum	class	order	family	genus	species	gff_info	cov_mean_sample_Sample118	cov_mean_sample_Sample120	cov_mean_sample_Sample127	cov_mean_sample_Sample134	cov_mean_sample_Sample177	cov_mean_sample_Sample215	cov_mean_sample_Sample230	cov_mean_sample_Sample234	cov_mean_sample_Sample244	cov_mean_sample_Sample261	cov_mean_sample_Sample263	cov_mean_sample_Sample290	cov_mean_sample_Sample302	cov_mean_sample_Sample321	cov_mean_sample_Sample330	cov_mean_sample_Sample343	percentage_covered_Sample118	percentage_covered_Sample120	percentage_covered_Sample127	percentage_covered_Sample134	percentage_covered_Sample177	percentage_covered_Sample215	percentage_covered_Sample230	percentage_covered_Sample234	percentage_covered_Sample244	percentage_covered_Sample261	percentage_covered_Sample263	percentage_covered_Sample290	percentage_covered_Sample302	percentage_covered_Sample321	percentage_covered_Sample330	percentage_covered_Sample343
contig-4140000000	115	55.652173913	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0.869565	0	0	0.869565	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	86.956500	0.000000	0.000000	86.956500
contig-2487000000	200	64.0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.960000	0.500000	0.485000	0	0	0	0.500000	0	0.500000	0.500000	0	0	0.490000	0	0.500000	1.500000	69.500000	50.000000	48.500000	0.000000	0.000000	0.000000	50.000000	0.000000	50.000000	50.000000	0.000000	0.000000	49.000000	0.000000	50.000000	72.000000
contig-891000000	503	62.4254473161	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0.198807	1.391649	0	0	0	0	0	0	1.391649	0.198807	0.198807	0.397614	0	0.198807	2.982112	0.000000	19.880700	64.214700	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	88.668000	19.880700	19.880700	39.761400	0.000000	19.880700	93.439360
contig-636000000	640	37.03125	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.312500	0.937501	0.937499	0	0	0	0.625000	0	0.468751	1.553125	0.312500	0.768749	1.249999	0	0.312500	2.187499	26.093800	65.468700	54.218800	0.000000	0.000000	0.000000	48.750000	0.000000	35.468800	67.812500	31.250000	53.593700	78.593800	0.000000	31.250000	87.656200
contig-1123000000	434	50.0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.460829	0.460830	0.460829	0	0	0	1.152073	0	0.460830	2.073732	0.691244	0.682028	1.152073	0	0.691245	1.350230	33.410100	29.493100	46.082900	0.000000	0.000000	0.000000	80.414700	0.000000	30.875600	94.700460	27.188900	37.327200	75.115200	0.000000	52.304100	64.055300
contig-2756000000	184	34.7826086957	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	1.608696	0	0.543478	0	1.086957	0	0	0.543478	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	0.000000	54.347800	0.000000	55.434800	0.000000	0.000000	54.347800	0.000000
contig-3632000000	133	53.3834586466	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0.669173	1.398497	0.751880	0	1.458647	0	0	1.503760	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	66.917300	98.496240	75.188000	0.000000	85.714300	0.000000	0.000000	78.947400	0.000000
contig-3158000000	154	43.5064935065	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	3.246755	0	0	0	0	0	0	0	0	0	0	0	0	0.000000	0.000000	0.000000	95.454550	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
contig-1203000000	399	62.4060150376	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.501253	0.751879	0.751880	0	0	0	0.250627	0	0.501254	1.253132	0	0.501253	0.751880	0	0.250627	2.005014	50.125300	55.889700	51.879700	0.000000	0.000000	0.000000	25.062700	0.000000	25.814500	62.155400	0.000000	50.125300	32.330800	0.000000	25.062700	79.448600
contig-4208000000	112	49.1071428571	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0.821429	0	0.839286	0	0	0	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	82.142900	0.000000	83.928600	0.000000	0.000000	0.000000	0.000000
contig-3981000000	131	61.8320610687	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
contig-4333000000	157	38.2165605096	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	1.242038	0	0	0	2.515923	0	0	0	0.598726	0	0	1.910827	0	0.000000	0.000000	0.000000	65.605100	0.000000	0.000000	0.000000	98.089170	0.000000	0.000000	0.000000	59.872600	0.000000	0.000000	71.974500	0.000000
contig-1421000000	3433	50.9758228954	N/A	N/A	N/A	N/A	N/A	N/A	N/A	2.240896	4.456452	3.464025	0	0	0	3.261870	0	4.212935	2.300319	0.669386	0.960967	4.215556	4.889306	2.155549	2.966216	86.484100	96.824930	93.533350	0.000000	0.000000	0.000000	94.873290	0.000000	92.164290	89.134900	43.810100	65.219900	95.543260	95.921930	83.338200	90.358290
contig-1606000000	312	40.7051282051	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0.320513	0.320513	0	0	1.602562	0	0	2.564104	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	32.051300	32.051300	0.000000	0.000000	92.307690	0.000000	0.000000	75.320500	0.000000
contig-4730000000	100	34.0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.000000	0	0	0	0	0	1.000000	0	0	0	0	0	0	0	0	0	100.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
contig-3224000000	192	39.0625	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	1.562499	0	0	0	1.562502	0	0	0	0	0	0	0.520833	0.520833	0.000000	0.000000	0.000000	77.083300	0.000000	0.000000	0.000000	73.437500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	52.083300	52.083300
contig-4724000000	100	38.0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.000000	0	0	0	0	0.880000	0	0	0	0	0	0	0	0	0	0	100.000000	0.000000	0.000000	0.000000	0.000000	88.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
contig-4624000000	101	33.6633663366	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0.960396	0	0	0	0	1.900990	0	0	0	0	0	0	0	0	0.000000	0.000000	96.039600	0.000000	0.000000	0.000000	0.000000	100.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
contig-1580000000	331	32.9305135952	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.604230	0.302115	0	0	0	0	0	0	0.302115	0	0	2.416918	0	0.302115	1.208460	0	60.423000	30.211500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	30.211500	0.000000	0.000000	100.000000	0.000000	30.211500	68.277900	0.000000
contig-3676000000	139	33.0935251799	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0.719424	0	0	0	0	1.395684	0.661870	0.640288	0	0.690647	0	0	0	0	0.000000	0.000000	71.942400	0.000000	0.000000	0.000000	0.000000	84.172700	66.187100	64.028800	0.000000	69.064700	0.000000	0.000000	0.000000	0.000000
contig-2305000000	219	53.4246575342	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0.456621	0	0	0	0	0	0	0.913243	0.456621	0	0	1.369863	0	0.456621	0.456621	0.000000	45.662100	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	68.036500	45.662100	0.000000	0.000000	89.041100	0.000000	45.662100	45.662100
contig-979000000	462	40.2597402597	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0.216450	0	0	0	0.409091	0.865802	0.216450	0	0	2.101734	0	0.409091	2.380952	0	0.000000	0.000000	21.645000	0.000000	0.000000	0.000000	24.891800	40.476200	21.645000	0.000000	0.000000	96.753250	0.000000	40.909100	84.415600	0.000000
contig-2445000000	206	62.1359223301	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.446602	0	0	0	0	0	0	0	0	1.941748	0.485437	0	0.485437	0	0.485437	1.941744	44.660200	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	70.873800	48.543700	0.000000	48.543700	0.000000	48.543700	68.932000
contig-2895000000	170	60.5882352941	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	1.117647	0	0	0	0	1.176470	0.588235	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	93.529410	0.000000	0.000000	0.000000	0.000000	65.882400	58.823500
contig-4831000000	100	50.0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	2.000000	0	0	0	0	0	0	0	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	100.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
contig-168000000	1529	45.7815565729	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.457816	0	0	0	0	0	0.065402	0.784826	0.648790	0	0	2.936561	0	0.261609	2.158273	0	45.781600	0.000000	0.000000	0.000000	0.000000	0.000000	6.540200	47.743600	56.834500	0.000000	0.000000	92.674950	0.000000	26.160900	88.816200	0.000000
contig-2532000000	197	61.9289340102	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0.502538	0	0	0	0.507614	0	0	1.015229	0	0.507614	0.507614	0	0	1.015228	0.000000	0.000000	50.253800	0.000000	0.000000	0.000000	50.761400	0.000000	0.000000	52.284300	0.000000	50.761400	50.761400	0.000000	0.000000	64.974600
contig-4608000000	101	39.603960396	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
contig-2382000000	212	40.0943396226	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.471698	0	0	0	0	0	0	0.943396	0.471698	0	0	2.358489	0	0.471698	1.415093	0	47.169800	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	94.339620	47.169800	0.000000	0.000000	65.094300	0.000000	47.169800	90.094340	0.000000
contig-1157000000	413	60.5326876513	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.242131	1.452784	0.968523	0	0	0	0	0	0.242131	0	0.242131	0	1.423730	0	0	2.167068	24.213100	72.639200	66.828100	0.000000	0.000000	0.000000	0.000000	0.000000	24.213100	0.000000	24.213100	0.000000	59.079900	0.000000	0.000000	88.619900
contig-3261000000	149	64.4295302013	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.342282	0	0	0	0	0	0	0	0	2.013423	0	0.671141	0.671141	0	0.671141	0.671141	79.865800	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	98.657720	0.000000	67.114100	67.114100	0.000000	67.114100	67.114100
contig-2054000000	247	51.012145749	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.404858	0	0.809717	0	0	0	1.214576	0	0	0.769230	0.809716	0	0	0	0.404858	1.202429	40.485800	0.000000	80.971700	0.000000	0.000000	0.000000	82.186200	0.000000	0.000000	56.680200	62.753000	0.000000	0.000000	0.000000	40.485800	97.975710
contig-4036000000	117	59.8290598291	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.854701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.470100	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
contig-1464000000	354	48.5875706215	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.129944	0	1.129944	0	0	0	0.282486	0	0.282486	0.847457	0.282486	0.282486	0.847458	0	0.245763	2.824861	58.474600	0.000000	64.124300	0.000000	0.000000	0.000000	28.248600	0.000000	28.248600	64.971800	28.248600	28.248600	43.220300	0.000000	24.576300	85.028200
contig-1218000000	416	59.8557692308	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.721154	0.240385	0.721153	0	0	0	0.240385	0	0.480769	2.644229	0.961537	0.240385	1.442306	0	0	1.906248	41.105800	24.038500	52.163500	0.000000	0.000000	0.000000	24.038500	0.000000	48.076900	96.634620	58.413500	24.038500	83.653800	0.000000	0.000000	93.269230
contig-2096000000	245	57.9591836735	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0.408163	0	0	0	0.408163	0	0.408163	1.163265	0	0	1.163265	0	0	2.436734	0.000000	0.000000	40.816300	0.000000	0.000000	0.000000	40.816300	0.000000	40.816300	50.204100	0.000000	0.000000	89.795900	0.000000	0.000000	86.122400
contig-3063000000	176	45.4545454545	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0.568182	1.136363	0	0	1.619317	0	0	1.664771	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	56.818200	82.954500	0.000000	0.000000	73.295500	0.000000	0.000000	98.295450	0.000000
contig-2825000000	175	37.1428571429	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0.571429	0	0	0	2.285715	0	0.531429	0.537143	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	57.142900	0.000000	0.000000	0.000000	93.142860	0.000000	53.142900	53.714300	0.000000
contig-3656000000	132	65.1515151515	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0.757576	0	0	0	0	0	1.515152	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	75.757600	0.000000	0.000000	0.000000	0.000000	0.000000	75.757600
contig-3297000000	356	50.8426966292	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.123595	0	0.280899	0.280899	3.078650	3.370785	0	0.280899	0	3.314604	3.089886	1.404494	0	0	0.280899	0	63.202200	0.000000	28.089900	28.089900	98.314610	67.134800	0.000000	28.089900	0.000000	94.101120	89.887600	75.561800	0.000000	0.000000	28.089900	0.000000
contig-3896000000	122	36.0655737705	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.819672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.967200	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
contig-4845000000	100	55.0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0.000000	0.000000	0.000000	100.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
contig-1219000000	392	64.7959183673	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	1.020408	0.510205	0	0	0	0.255102	0	0.255102	1.530611	0	0	0.765307	0	0.765306	1.772959	0.000000	41.071400	31.122400	0.000000	0.000000	0.000000	25.510200	0.000000	25.510200	83.418400	0.000000	0.000000	67.091800	0.000000	63.010200	90.306120
contig-4117000000	114	45.6140350877	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0.877193	0.877193	0	0	0	0.824561	0	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	87.719300	87.719300	0.000000	0.000000	0.000000	82.456100	0.000000	0.000000
contig-2916000000	191	54.9738219895	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0.523560	0	0	0	0.523560	0	0.523560	0.523560	0.523560	0	1.570680	0	0	1.570683	0.000000	0.000000	52.356000	0.000000	0.000000	0.000000	52.356000	0.000000	52.356000	52.356000	52.356000	0.000000	84.816800	0.000000	0.000000	78.010500
contig-3460000000	155	40.0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	1.290323	0	0	0	0	0	2.412904	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	85.161300	0.000000	0.000000	0.000000	0.000000	0.000000	98.709680
contig-1481000000	335	63.5820895522	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.895522	0	1.176119	0	0	0	0.298507	0	0.298507	2.086565	0.298507	0	0	0	0.283582	1.468657	71.940300	0.000000	86.865700	0.000000	0.000000	0.000000	29.850700	0.000000	29.850700	87.164200	29.850700	0.000000	0.000000	0.000000	28.358200	89.552200
contig-1315000000	368	35.3260869565	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.271739	0	0.271739	0.543478	0	0	0.508153	2.173910	0	0	0	2.163044	0	0	1.595109	0.815218	27.173900	0.000000	27.173900	54.347800	0.000000	0.000000	39.130400	95.380430	0.000000	0.000000	0.000000	94.293480	0.000000	0.000000	70.108700	56.793500
contig-1109000000	424	54.7169811321	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.235849	0.707548	0.691037	0	0	0	0.471698	0	0.235849	1.393868	0	0	1.179247	0	0	0.917453	23.584900	27.594300	47.405700	0.000000	0.000000	0.000000	47.169800	0.000000	23.584900	73.820800	0.000000	0.000000	82.311300	0.000000	0.000000	47.169800
contig-461000000	775	57.8064516129	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.387097	0.774193	1.032258	0	0	0	0.387097	0	0	0.758709	1.032257	0.258065	1.150969	0	0	0.774193	38.709700	46.967700	57.806500	0.000000	0.000000	0.000000	31.354800	0.000000	0.000000	48.903200	67.225800	25.806500	76.774200	0.000000	0.000000	53.806500
contig-3122000000	170	55.8823529412	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.588235	0	0	0	1.764707	1.764705	0	1.764705	0	0	2.323527	0	0	0	0	0	58.823500	0.000000	0.000000	0.000000	66.470600	87.058800	0.000000	80.588200	0.000000	0.000000	82.352900	0.000000	0.000000	0.000000	0.000000	0.000000
contig-3200000000	171	70.1754385965	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.584795	0.584795	1.169591	0	0	0	0	0	0.584795	2.327485	0	0	0	0	0	1.169591	58.479500	58.479500	61.988300	0.000000	0.000000	0.000000	0.000000	0.000000	58.479500	91.812870	0.000000	0.000000	0.000000	0.000000	0.000000	62.573100
contig-4090000000	195	44.1025641026	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	1.025640	0.512821	0	0	0	0.512821	0	1.025642	0	0.512821	0.512821	1.025642	1.025641	0.512821	0	0.000000	58.974400	51.282100	0.000000	0.000000	0.000000	51.282100	0.000000	58.461500	0.000000	51.282100	51.282100	85.641000	60.000000	51.282100	0.000000
contig-674000000	618	65.0485436893	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.943365	0.323624	0.323625	0	0	0	0.161812	0	0.323625	2.588996	1.132687	0.323625	0.970874	0	0.323625	1.779935	78.155300	32.200600	32.362500	0.000000	0.000000	0.000000	16.181200	0.000000	32.362500	85.922300	69.741100	23.139200	62.135900	0.000000	32.362500	61.488700
contig-590000000	687	57.4963609898	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.291121	0.727802	0.582242	0	0	0	0.582241	0	0.582241	1.893740	0.145560	0.582242	0.582242	0	0.291121	2.474528	25.473100	63.609900	49.781700	0.000000	0.000000	0.000000	48.326100	0.000000	42.358100	78.893700	14.556000	56.768600	35.516700	0.000000	29.112100	93.595340
contig-381000000	892	61.8834080717	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.784754	1.228699	0.560538	0	0	0	0.336323	0	0.336323	2.682737	0.660313	0.224215	0.896861	0	0	1.681614	62.556100	62.556100	53.139000	0.000000	0.000000	0.000000	33.632300	0.000000	33.632300	97.869960	44.058300	22.421500	53.587400	0.000000	0.000000	85.986500
contig-4590000000	285	40.0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.701755	0	0	0	0	0	0	1.754387	0.350877	0.350877	0	1.754384	0	0.350877	2.105263	1.403509	58.947400	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	75.789500	35.087700	35.087700	0.000000	97.192980	0.000000	35.087700	97.192980	82.807000
contig-493000000	743	56.796769852	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.538358	0.538358	1.749664	0	0	0	0.134590	0	0.538359	1.480484	1.076716	0.403768	0.538358	0	0.134590	2.422611	50.605700	53.835800	92.328400	0.000000	0.000000	0.000000	13.458900	0.000000	41.857300	83.041700	62.718700	29.475100	53.835800	0.000000	13.458900	88.156100
contig-4432000000	112	68.75	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0.892857	0	0	0	0	0	1.785715	0.875000	0	0	0	0	0	0	0.000000	0.000000	89.285700	0.000000	0.000000	0.000000	0.000000	0.000000	94.642860	87.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
contig-3483000000	171	45.0292397661	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.152047	0.584795	0.584795	0	0	0	0	0	0	1.157895	0.543860	0	0	0	0.584795	1.719297	77.193000	58.479500	58.479500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	78.362600	54.386000	0.000000	0.000000	0.000000	58.479500	81.871300
contig-4694000000	100	25.0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0.000000	0.000000	0.000000	100.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
contig-289000000	1049	59.3898951382	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.762631	0.381315	1.048618	0	0	0	0.758817	0	0.381316	2.287891	0.476645	0.381316	0.476644	0	0.190658	2.760726	67.874200	37.559600	62.154400	0.000000	0.000000	0.000000	51.572900	0.000000	38.131600	92.278360	39.656800	38.131600	32.602500	0.000000	19.065800	93.040990
contig-431000000	860	38.023255814	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.581395	0.232558	0.465116	0	0	0	0.116279	0	0.348837	1.959302	0.232558	0.346511	0.348836	0	0.813952	2.069766	40.581400	23.255800	36.511600	0.000000	0.000000	0.000000	11.627900	0.000000	28.255800	90.116280	23.255800	34.418600	24.534900	0.000000	53.604700	95.930230
contig-2349000000	323	40.5572755418	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.309598	0	0.928793	0.603715	0	0	0	2.164087	0.309598	0.309598	0	1.823531	0	0	0.928793	0.928793	30.959800	0.000000	76.780200	34.055700	0.000000	0.000000	0.000000	82.972100	30.959800	30.959800	0.000000	94.117650	0.000000	0.000000	64.086700	66.563500
contig-918000000	490	65.5102040816	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.020408	0.408163	0.408163	0	0	0	0.408163	0	0.408163	1.020408	0.408163	0.408163	0.612245	0	0.816326	2.244895	63.265300	32.653100	40.816300	0.000000	0.000000	0.000000	40.816300	0.000000	40.816300	80.000000	40.816300	40.816300	43.469400	0.000000	61.020400	80.000000
contig-1193000000	407	68.5503685504	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.491400	0.481572	0.491400	0	0	0	0.245700	0	0.245700	1.474200	0	0.245700	0.982800	0	0.491400	2.457000	29.238300	37.592100	30.712500	0.000000	0.000000	0.000000	24.570000	0.000000	24.570000	67.076200	0.000000	24.570000	51.105700	0.000000	49.140000	90.417690
contig-4673000000	100	42.0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	1.000000	0	0	0	0	0	0	0	0	0	0	0	0	0.000000	0.000000	0.000000	100.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
contig-928000000	486	33.950617284	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.234567	0.617283	0.411523	0	0	0	0.617285	0	0	1.028807	0.823045	0.411523	0.617285	0	0	1.635802	85.802500	45.473300	37.654300	0.000000	0.000000	0.000000	43.415600	0.000000	0.000000	51.646100	60.082300	41.152300	38.271600	0.000000	0.000000	95.679010
contig-2332000000	217	36.866359447	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.460829	0	0	0	0	0	0	0	0	0	0	0.875576	0	0	1.382488	0.460829	46.082900	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	87.557600	0.000000	0.000000	85.253500	46.082900
contig-901000000	497	65.1911468813	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.402415	0.378270	0.603621	0	0	0	0	0	0.201207	1.408451	0	0.603621	1.006036	0	0.201207	2.414487	40.241500	37.827000	55.734400	0.000000	0.000000	0.000000	0.000000	0.000000	20.120700	77.464800	0.000000	55.533200	57.142900	0.000000	20.120700	95.774650
contig-1102000000	426	66.1971830986	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.704225	0.234742	0.704226	0	0	0	0.469484	0	0	0.704226	1.173711	0.234742	0.704224	0	0.234742	2.582163	70.422500	23.474200	47.652600	0.000000	0.000000	0.000000	38.028200	0.000000	0.000000	54.929600	78.638500	23.474200	56.103300	0.000000	23.474200	95.070420
contig-1846000000	274	46.7153284672	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0.364964	0	0	0	2.554747	0	0	0	0	0	0	0.364964	0.364964	0.000000	0.000000	0.000000	36.496400	0.000000	0.000000	0.000000	100.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	36.496400	36.496400
contig-1249000000	383	65.0130548303	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0.261097	0.522193	0	0	0	0.261097	0	0.261097	1.305485	0.522193	0.511749	1.044386	0	0.240209	2.057441	0.000000	26.109700	52.219300	0.000000	0.000000	0.000000	26.109700	0.000000	26.109700	67.362900	43.603100	50.913800	61.618800	0.000000	24.020900	98.694520
contig-4093000000	289	51.9031141869	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1.384084	0.692042	0	0	0	0	0.692041	0	0	1.730104	0.321799	0.692042	1.384084	0	0	1.031141	76.470600	69.204200	0.000000	0.000000	0.000000	0.000000	41.868500	0.000000	0.000000	66.090000	32.179900	52.941200	87.889300	0.000000	0.000000	64.705900
contig-2570000000	194	48.4536082474	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0.515464	0.515464	0	0	0	0.474227	0	0.515464	0	0	0.515464	0	0	0	1.030929	0.000000	51.546400	51.546400	0.000000	0.000000	0.000000	47.422700	0.000000	51.546400	0.000000	0.000000	51.546400	0.000000	0.000000	0.000000	76.804100
contig-1119000000	422	64.691943128	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.236967	1.184832	0.473934	0	0	0	0.473934	0	0	0.710900	0.236967	0.710900	0.710901	0	0.473934	1.421799	23.696700	45.260700	47.393400	0.000000	0.000000	0.000000	47.393400	0.000000	0.000000	40.047400	23.696700	71.090000	45.260700	0.000000	47.393400	67.061600
contig-4584000000	102	55.8823529412	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.980392	0.980392	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	98.039220	98.039220
